date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost
2023-09-24,S002,P0005,Electronics,North,90,53,42,58.48,49.07,1,Snowy,1,50.35,Autumn,301,31.05
2023-09-24,S002,P0006,Toys,East,123,87,153,105.16,80.16,1,Cloudy,0,79.12,Winter,276,54.99
2023-09-24,S002,P0007,Groceries,South,278,228,107,231.03,13.58,0,Rainy,0,15.42,Summer,464,8.44
2023-09-24,S002,P0008,Clothing,East,264,136,134,142.14,80.05,1,Rainy,1,78.94,Winter,266,43.53
2023-09-24,S002,P0009,Toys,West,332,146,101,139.95,32.3,1,Sunny,1,35.9,Summer,381,23.08
2023-09-24,S002,P0010,Clothing,West,432,237,37,252.83,15.52,1,Snowy,0,18.65,Spring,374,9.23
2023-09-24,S002,P0011,Furniture,East,397,370,39,388.0,98.32,0,Snowy,0,99.61,Winter,584,53.87
2023-09-24,S002,P0012,Electronics,West,312,227,97,245.33,18.3,1,Cloudy,0,19.69,Winter,384,13.67
2023-09-24,S002,P0013,Furniture,West,77,45,186,60.0,99.17,1,Cloudy,1,99.44,Winter,177,75.39
2023-09-24,S002,P0014,Furniture,South,250,150,186,153.64,28.47,1,Cloudy,1,24.05,Spring,244,17.91
2023-09-24,S002,P0015,Groceries,North,193,99,176,112.81,85.17,0,Rainy,1,81.27,Winter,228,62.37
2023-09-24,S002,P0016,Clothing,North,439,151,170,148.83,88.51,1,Snowy,0,91.78,Autumn,225,64.98
2023-09-24,S002,P0017,Groceries,South,198,101,78,112.14,32.21,1,Rainy,0,28.88,Spring,177,20.14
2023-09-24,S002,P0018,Clothing,South,328,170,26,173.5,13.5,1,Cloudy,0,16.16,Winter,270,10.12
2023-09-24,S002,P0019,Furniture,East,73,16,150,35.55,74.54,0,Sunny,1,79.47,Autumn,184,41.47
2023-09-24,S002,P0020,Groceries,North,487,415,93,433.2,95.36,1,Cloudy,0,94.73,Spring,634,52.58
2023-09-24,S003,P0001,Clothing,West,53,10,165,21.51,88.0,1,Cloudy,0,85.92,Winter,167,56.51
2023-09-24,S003,P0002,Electronics,South,410,337,164,355.68,70.93,0,Sunny,1,75.51,Summer,585,41.92
2023-09-24,S003,P0003,Groceries,East,439,182,95,199.64,22.17,1,Sunny,0,25.07,Winter,469,12.65
2023-09-24,S003,P0004,Furniture,South,367,303,195,293.77,17.36,1,Rainy,1,18.56,Winter,522,11.86
2023-09-24,S003,P0005,Groceries,East,52,25,160,15.01,86.5,1,Rainy,0,81.77,Summer,134,44.53
2023-09-24,S003,P0006,Furniture,West,358,140,119,155.85,78.41,1,Cloudy,0,75.37,Winter,261,44.46
2023-09-24,S003,P0007,Groceries,South,288,216,110,229.77,77.67,1,Rainy,0,73.78,Spring,472,57.98
2023-09-24,S003,P0008,Groceries,West,260,153,121,147.14,12.09,1,Cloudy,0,10.48,Spring,388,8.31
2023-09-24,S003,P0009,Groceries,East,206,156,76,155.43,93.69,1,Snowy,1,94.1,Winter,285,53.6
2023-09-24,S003,P0010,Electronics,South,451,414,160,414.57,74.81,1,Rainy,1,71.17,Autumn,535,51.95
2023-09-24,S003,P0011,Groceries,North,445,144,155,147.41,54.44,1,Rainy,0,56.6,Autumn,421,36.97
2023-09-24,S003,P0012,Groceries,East,370,180,161,195.22,82.01,1,Cloudy,0,82.34,Winter,325,65.49
2023-09-24,S003,P0013,Electronics,South,201,126,121,117.84,67.23,1,Sunny,1,71.61,Summer,301,51.23
2023-09-24,S003,P0014,Toys,West,320,173,60,177.09,96.43,1,Snowy,0,94.9,Winter,431,68.32
2023-09-24,S003,P0015,Clothing,West,286,118,155,137.02,54.17,1,Cloudy,1,52.89,Spring,395,38.91
2023-09-24,S003,P0016,Electronics,South,321,99,169,102.2,46.34,1,Snowy,0,46.46,Spring,298,23.49
2023-09-24,S003,P0017,Groceries,East,373,161,146,164.68,84.74,1,Cloudy,1,87.86,Summer,306,45.6
2023-09-24,S003,P0018,Furniture,North,462,284,196,276.92,62.52,1,Rainy,1,66.68,Summer,519,39.27
2023-09-24,S003,P0019,Clothing,East,428,248,122,246.05,38.71,1,Snowy,0,41.45,Summer,436,20.85
2023-09-24,S003,P0020,Furniture,West,86,42,182,54.14,73.1,1,Rainy,1,75.35,Summer,200,50.24
2023-09-24,S004,P0001,Electronics,East,446,45,29,42.63,84.19,0,Rainy,1,79.54,Spring,100,59.63
2023-09-24,S004,P0002,Toys,North,205,64,49,80.44,12.66,1,Cloudy,1,16.36,Spring,135,8.97
2023-09-24,S004,P0003,Clothing,West,348,158,185,166.65,94.88,1,Cloudy,0,99.33,Winter,413,47.57
2023-09-24,S004,P0004,Groceries,North,223,39,112,54.48,44.59,1,Snowy,1,47.36,Summer,308,23.09
2023-09-24,S004,P0005,Furniture,South,464,168,59,172.31,62.17,0,Sunny,0,61.31,Winter,320,48.46
2023-09-24,S004,P0006,Clothing,North,103,31,78,42.18,20.75,1,Sunny,0,16.59,Winter,92,15.47
2023-09-24,S004,P0007,Clothing,South,367,235,95,249.56,71.58,1,Cloudy,1,69.29,Summer,311,55.76
2023-09-24,S004,P0008,Groceries,South,482,137,159,135.25,22.58,1,Rainy,0,20.84,Winter,315,14.15
2023-09-24,S004,P0009,Furniture,West,378,56,76,72.55,31.24,1,Snowy,0,35.87,Spring,297,23.46
2023-09-24,S004,P0010,Groceries,East,454,80,143,72.23,67.62,0,Snowy,1,63.84,Winter,331,42.57
2023-09-24,S004,P0011,Furniture,North,447,134,131,138.07,27.13,1,Sunny,1,29.87,Autumn,408,15.22
2023-09-24,S004,P0012,Toys,South,168,164,53,164.69,36.97,0,Cloudy,1,35.38,Autumn,293,21.5
2023-09-24,S004,P0013,Groceries,South,255,104,114,106.14,74.95,1,Cloudy,1,71.32,Spring,320,54.57
2023-09-24,S004,P0014,Electronics,West,270,40,21,40.26,57.57,1,Cloudy,0,56.52,Spring,149,34.79
2023-09-24,S004,P0015,Electronics,South,123,55,185,55.59,62.2,1,Cloudy,1,60.93,Autumn,220,38.74
2023-09-24,S004,P0016,Groceries,East,283,276,72,267.26,10.66,1,Snowy,0,8.08,Spring,395,6.97
2023-09-24,S004,P0017,Clothing,East,374,248,112,249.76,28.0,1,Sunny,0,32.59,Spring,479,18.45
2023-09-24,S004,P0018,Groceries,West,150,109,85,117.45,39.74,1,Sunny,1,38.94,Spring,311,28.45
2023-09-24,S004,P0019,Furniture,West,495,108,65,119.85,32.37,1,Sunny,0,28.37,Autumn,399,18.22
2023-09-24,S004,P0020,Clothing,South,322,308,127,307.08,23.59,1,Snowy,1,21.88,Summer,505,18.25
2023-09-24,S005,P0001,Clothing,West,388,236,139,234.65,90.99,0,Sunny,0,87.75,Spring,321,56.23
2023-09-24,S005,P0002,Clothing,South,456,431,65,443.67,72.97,1,Rainy,0,75.48,Winter,631,39.69
2023-09-24,S005,P0003,Toys,West,458,368,133,366.79,12.68,1,Cloudy,1,15.23,Autumn,625,7.47
2023-09-24,S005,P0004,Furniture,North,490,448,77,459.24,34.14,1,Rainy,1,32.62,Autumn,626,26.61
2023-09-24,S005,P0005,Electronics,East,208,174,23,176.38,54.68,1,Rainy,0,59.12,Winter,468,35.44
2023-09-24,S005,P0006,Groceries,South,302,40,75,54.67,38.78,0,Snowy,0,40.38,Autumn,311,20.36
2023-09-24,S005,P0007,Electronics,North,385,161,104,167.65,65.11,1,Cloudy,0,66.17,Spring,365,33.93
2023-09-24,S005,P0008,Furniture,West,447,273,142,268.21,13.01,1,Rainy,0,10.23,Winter,374,7.19
2023-09-24,S005,P0009,Toys,East,258,6,132,20.39,26.99,1,Snowy,1,30.11,Autumn,185,14.95
2023-09-24,S005,P0010,Groceries,East,239,236,164,255.51,24.22,1,Rainy,1,23.05,Winter,525,14.47
2023-09-24,S005,P0011,Furniture,East,378,335,170,334.57,86.63,1,Rainy,0,83.65,Autumn,533,53.75
2023-09-24,S005,P0012,Electronics,North,184,58,91,62.02,61.66,0,Sunny,0,57.82,Winter,244,33.57
2023-09-24,S005,P0013,Toys,West,332,252,43,258.48,91.96,1,Sunny,1,88.68,Spring,412,59.54
2023-09-24,S005,P0014,Electronics,West,151,5,131,16.34,69.58,1,Sunny,1,69.87,Summer,142,43.64
2023-09-24,S005,P0015,Furniture,East,309,92,76,96.94,24.82,0,Rainy,1,24.56,Winter,189,16.02
2023-09-24,S005,P0016,Clothing,West,56,11,167,3.66,47.79,1,Snowy,0,49.31,Spring,165,36.22
2023-09-24,S005,P0017,Clothing,West,430,231,74,227.4,55.45,1,Cloudy,0,59.68,Autumn,447,30.11
2023-09-24,S005,P0018,Toys,North,270,235,200,249.78,60.04,1,Cloudy,0,62.99,Winter,326,47.16
2023-09-24,S005,P0019,Furniture,East,326,325,145,340.26,29.75,1,Sunny,1,30.49,Summer,573,17.2
2023-09-24,S005,P0020,Toys,East,429,98,170,91.17,20.77,1,Snowy,1,17.56,Winter,241,12.62
2023-09-25,S001,P0001,Furniture,East,264,41,63,58.84,56.46,1,Rainy,0,52.82,Autumn,135,35.45
2023-09-25,S001,P0002,Toys,North,144,33,152,49.62,78.61,0,Snowy,0,74.97,Autumn,212,49.11
2023-09-25,S001,P0003,Clothing,West,410,82,78,74.22,47.76,0,Snowy,0,43.41,Autumn,335,31.11
2023-09-25,S001,P0004,Toys,South,210,82,135,74.97,70.29,1,Cloudy,0,66.22,Summer,336,38.99
2023-09-25,S001,P0005,Electronics,South,77,76,75,79.88,45.59,0,Snowy,1,44.07,Winter,320,35.99
2023-09-25,S001,P0006,Clothing,West,362,154,34,145.87,38.3,1,Snowy,1,39.05,Summer,374,19.36
2023-09-25,S001,P0007,Electronics,South,397,190,110,207.59,99.67,1,Snowy,1,104.04,Winter,489,76.71
2023-09-25,S001,P0008,Furniture,North,79,21,176,16.81,54.52,1,Cloudy,1,57.1,Autumn,174,29.89
2023-09-25,S001,P0009,Groceries,West,179,53,90,52.37,29.95,1,Snowy,0,33.45,Spring,209,16.43
2023-09-25,S001,P0010,Electronics,South,483,127,84,145.57,13.19,0,Rainy,0,8.34,Autumn,322,9.99
2023-09-25,S001,P0011,Furniture,North,200,195,23,197.98,12.41,0,Sunny,0,9.78,Autumn,283,7.57
2023-09-25,S001,P0012,Groceries,East,164,96,173,107.02,61.34,0,Cloudy,1,62.16,Autumn,381,34.45
2023-09-25,S001,P0013,Toys,South,254,50,74,64.59,48.84,1,Rainy,0,47.91,Summer,233,29.46
2023-09-25,S001,P0014,Electronics,East,168,30,86,31.44,86.97,0,Snowy,1,85.46,Autumn,249,55.54
2023-09-25,S001,P0015,Clothing,South,339,240,109,245.84,99.33,1,Cloudy,1,103.98,Summer,469,57.05
2023-09-25,S001,P0016,Toys,East,238,168,191,187.85,15.85,0,Snowy,1,18.29,Autumn,244,10.95
2023-09-25,S001,P0017,Clothing,East,382,358,62,375.98,62.84,1,Rainy,1,60.89,Spring,614,41.48
2023-09-25,S001,P0018,Furniture,West,380,158,82,173.35,16.65,1,Snowy,1,18.64,Summer,451,11.62
2023-09-25,S001,P0019,Furniture,East,151,98,114,99.55,24.87,1,Sunny,0,27.09,Autumn,290,17.91
2023-09-25,S001,P0020,Electronics,North,81,33,194,50.41,56.33,1,Snowy,0,60.18,Spring,101,33.24
2023-09-25,S002,P0001,Groceries,East,302,301,98,291.07,19.61,1,Rainy,1,18.19,Winter,540,10.23
2023-09-25,S002,P0002,Furniture,South,498,313,108,329.47,31.22,1,Snowy,0,35.45,Winter,426,20.66
2023-09-25,S002,P0003,Furniture,South,81,32,196,45.27,25.88,1,Snowy,0,25.73,Summer,311,17.43
2023-09-25,S002,P0004,Furniture,South,187,26,114,43.05,52.51,0,Cloudy,1,55.35,Spring,126,38.97
2023-09-25,S002,P0005,Groceries,West,414,213,99,216.3,95.92,1,Rainy,1,98.04,Summer,437,74.91
2023-09-25,S002,P0006,Groceries,North,166,96,149,110.93,58.83,1,Snowy,1,59.7,Winter,202,32.33
2023-09-25,S002,P0007,Toys,East,99,28,190,32.26,93.04,1,Snowy,1,96.97,Winter,97,65.16
2023-09-25,S002,P0008,Furniture,West,359,222,189,214.26,79.73,1,Rainy,0,77.65,Winter,291,49.1
2023-09-25,S002,P0009,Toys,West,122,117,67,131.24,44.05,1,Sunny,1,39.54,Summer,248,25.84
2023-09-25,S002,P0010,Toys,South,304,152,88,161.61,39.58,1,Rainy,0,43.44,Spring,393,20.25
2023-09-25,S002,P0011,Clothing,East,153,47,195,41.15,59.66,1,Snowy,1,55.32,Summer,322,30.95
2023-09-25,S002,P0012,Furniture,South,420,328,61,333.51,55.18,1,Snowy,0,50.69,Autumn,608,29.28
2023-09-25,S002,P0013,Furniture,West,171,100,24,98.53,81.38,1,Rainy,1,80.86,Spring,250,53.38
2023-09-25,S002,P0014,Clothing,East,116,62,65,74.35,67.55,1,Cloudy,0,66.61,Winter,338,34.46
2023-09-25,S002,P0015,Toys,South,444,412,93,426.47,46.11,1,Cloudy,0,48.98,Autumn,499,28.03
2023-09-25,S002,P0016,Clothing,West,209,8,112,1.87,52.8,1,Rainy,1,54.52,Winter,95,41.11
2023-09-25,S002,P0017,Furniture,North,110,0,146,13.5,78.84,1,Sunny,1,82.51,Autumn,114,39.49
2023-09-25,S002,P0018,Electronics,North,227,19,166,12.22,74.95,1,Rainy,1,71.85,Winter,311,56.29
2023-09-25,S002,P0019,Groceries,West,294,1,87,5.86,50.8,1,Snowy,0,52.6,Winter,126,30.55
2023-09-25,S002,P0020,Furniture,West,88,61,104,78.13,32.89,1,Cloudy,1,32.29,Autumn,243,25.52
2023-09-25,S003,P0001,Clothing,East,427,102,170,97.09,16.18,1,Snowy,1,19.97,Autumn,343,10.64
2023-09-25,S003,P0002,Groceries,East,149,62,86,68.32,27.57,1,Sunny,0,29.03,Winter,234,15.28
2023-09-25,S003,P0003,Electronics,East,367,173,63,165.0,12.47,1,Cloudy,1,12.45,Autumn,347,9.22
2023-09-25,S003,P0004,Electronics,North,310,200,97,205.62,80.64,1,Cloudy,1,76.27,Spring,276,60.04
2023-09-25,S003,P0005,Furniture,North,431,355,157,345.6,41.6,1,Snowy,1,41.76,Spring,507,25.02
2023-09-25,S003,P0006,Furniture,South,204,5,114,6.79,39.76,0,Sunny,1,43.58,Winter,74,27.89
2023-09-25,S003,P0007,Toys,North,238,163,108,169.22,64.95,1,Snowy,1,67.72,Spring,272,46.53
2023-09-25,S003,P0008,Clothing,South,108,49,112,39.74,24.94,0,Rainy,1,25.46,Spring,266,14.94
2023-09-25,S003,P0009,Clothing,North,489,132,49,128.86,27.57,1,Snowy,0,29.6,Autumn,264,21.16
2023-09-25,S003,P0010,Furniture,East,104,78,127,83.69,61.63,1,Cloudy,1,63.96,Winter,357,32.6
2023-09-25,S003,P0011,Toys,West,394,298,47,307.5,46.25,1,Snowy,1,45.92,Summer,554,28.63
2023-09-25,S003,P0012,Electronics,North,384,51,108,51.1,40.34,1,Snowy,0,40.93,Winter,106,26.89
2023-09-25,S003,P0013,Groceries,South,79,22,136,28.75,49.02,1,Snowy,1,48.21,Winter,272,34.46
2023-09-25,S003,P0014,Toys,South,97,54,86,48.45,70.82,0,Snowy,1,66.07,Summer,267,46.91
2023-09-25,S003,P0015,Furniture,East,131,100,83,110.98,41.77,1,Rainy,1,37.21,Summer,261,31.62
2023-09-25,S003,P0016,Groceries,West,267,74,154,64.05,99.95,1,Rainy,0,96.19,Summer,338,51.43
2023-09-25,S003,P0017,Clothing,South,415,184,194,190.93,35.87,1,Rainy,1,35.77,Summer,435,19.32
2023-09-25,S003,P0018,Electronics,South,251,70,185,81.34,38.89,0,Snowy,1,38.51,Summer,312,24.08
2023-09-25,S003,P0019,Electronics,North,483,171,156,162.56,92.17,1,Rainy,1,95.46,Winter,359,55.98
2023-09-25,S003,P0020,Groceries,South,185,156,36,160.36,28.49,1,Cloudy,0,32.73,Autumn,382,18.16
2023-09-25,S004,P0001,Electronics,North,251,165,109,176.68,26.47,1,Cloudy,1,22.81,Winter,328,15.56
2023-09-25,S004,P0002,Groceries,South,319,153,22,155.41,40.6,0,Rainy,1,41.79,Summer,286,31.02
2023-09-25,S004,P0003,Electronics,East,207,76,191,73.93,67.43,1,Rainy,1,64.6,Spring,281,48.06
2023-09-25,S004,P0004,Clothing,North,182,0,33,-9.79,62.77,1,Sunny,0,65.73,Spring,71,34.89
2023-09-25,S004,P0005,Electronics,East,291,188,131,180.74,94.71,1,Cloudy,0,97.68,Autumn,321,54.31
2023-09-25,S004,P0006,Furniture,West,379,318,161,318.16,39.79,0,Rainy,0,36.08,Winter,414,27.86
2023-09-25,S004,P0007,Clothing,South,135,112,63,114.18,80.57,1,Snowy,1,76.33,Winter,263,56.51
2023-09-25,S004,P0008,Toys,North,130,39,101,38.05,55.22,1,Rainy,1,55.52,Winter,168,33.25
2023-09-25,S004,P0009,Electronics,North,341,198,90,203.12,54.37,1,Rainy,1,57.13,Autumn,441,36.27
2023-09-25,S004,P0010,Clothing,West,88,64,144,63.46,45.56,1,Sunny,0,48.44,Winter,138,22.83
2023-09-25,S004,P0011,Electronics,East,424,22,165,20.29,27.39,1,Rainy,0,26.58,Spring,162,17.12
2023-09-25,S004,P0012,Clothing,South,361,43,85,62.36,73.2,1,Cloudy,0,68.27,Summer,159,52.9
2023-09-25,S004,P0013,Groceries,East,306,217,80,214.88,65.02,1,Cloudy,1,68.26,Autumn,481,46.19
2023-09-25,S004,P0014,Clothing,South,477,416,63,424.9,36.48,1,Snowy,0,40.42,Autumn,625,25.29
2023-09-25,S004,P0015,Toys,East,353,24,146,14.85,74.54,1,Sunny,0,77.43,Autumn,218,41.42
2023-09-25,S004,P0016,Clothing,East,85,4,51,5.21,97.86,1,Cloudy,0,99.8,Spring,93,57.76
2023-09-25,S004,P0017,Clothing,North,235,36,57,30.43,64.69,1,Rainy,1,62.85,Summer,297,37.64
2023-09-25,S004,P0018,Groceries,West,479,187,127,178.18,10.01,1,Cloudy,1,8.52,Summer,266,8.0
2023-09-25,S004,P0019,Toys,South,474,316,24,335.81,72.91,1,Snowy,0,69.65,Spring,424,41.94
2023-09-25,S004,P0020,Toys,East,177,52,92,59.36,67.76,0,Rainy,0,69.1,Winter,129,45.68
2023-09-25,S005,P0001,Electronics,South,202,32,186,23.52,13.54,1,Rainy,1,11.37,Autumn,128,9.31
2023-09-25,S005,P0002,Groceries,East,462,14,116,30.14,82.46,1,Sunny,1,84.33,Winter,300,50.69
2023-09-25,S005,P0003,Furniture,East,400,274,29,264.11,40.66,1,Rainy,1,41.26,Summer,440,30.1
2023-09-25,S005,P0004,Toys,North,199,70,166,73.54,46.35,0,Snowy,0,45.13,Summer,270,35.54
2023-09-25,S005,P0005,Furniture,East,156,122,186,123.13,45.29,0,Rainy,1,46.13,Spring,254,23.76
2023-09-25,S005,P0006,Electronics,West,359,251,116,269.96,59.3,1,Snowy,1,56.05,Winter,357,45.31
2023-09-25,S005,P0007,Furniture,North,68,27,181,22.89,22.71,0,Cloudy,1,17.74,Winter,293,13.89
2023-09-25,S005,P0008,Groceries,East,264,88,53,83.07,39.23,1,Sunny,0,35.3,Spring,353,20.16
2023-09-25,S005,P0009,Clothing,West,273,87,32,83.87,61.24,1,Cloudy,1,58.57,Autumn,265,36.9
2023-09-25,S005,P0010,Groceries,East,172,49,64,64.26,21.06,1,Cloudy,1,18.42,Winter,318,15.5
2023-09-25,S005,P0011,Electronics,South,153,10,101,12.87,97.92,0,Cloudy,0,99.21,Autumn,88,70.72
2023-09-25,S005,P0012,Toys,West,80,22,66,27.72,93.83,0,Snowy,1,93.99,Spring,307,56.73
2023-09-25,S005,P0013,Clothing,West,254,240,102,258.99,29.68,1,Snowy,0,27.11,Spring,531,17.4
2023-09-25,S005,P0014,Toys,East,500,382,193,398.14,79.08,1,Snowy,0,76.38,Summer,609,44.08
2023-09-25,S005,P0015,Groceries,East,116,83,160,92.99,92.08,1,Snowy,1,95.56,Autumn,196,65.0
2023-09-25,S005,P0016,Toys,East,92,59,85,58.04,81.09,1,Sunny,1,80.49,Spring,207,60.12
2023-09-25,S005,P0017,Groceries,North,92,40,161,32.01,85.37,1,Snowy,0,80.99,Autumn,331,48.06
2023-09-25,S005,P0018,Electronics,North,365,84,120,91.61,49.06,1,Snowy,0,49.93,Autumn,342,36.29
2023-09-25,S005,P0019,Clothing,East,413,334,90,326.7,93.46,0,Rainy,0,94.19,Autumn,586,59.89
2023-09-25,S005,P0020,Furniture,North,175,108,200,110.87,37.69,1,Sunny,0,40.12,Spring,194,19.6
2023-09-26,S001,P0001,Furniture,West,200,111,147,111.74,68.24,1,Snowy,0,68.29,Winter,406,36.96
2023-09-26,S001,P0002,Furniture,South,201,112,94,120.21,10.15,1,Snowy,1,11.93,Summer,350,6.52
2023-09-26,S001,P0003,Electronics,North,93,30,67,34.84,11.23,0,Snowy,1,8.45,Winter,207,6.86
2023-09-26,S001,P0004,Clothing,North,242,207,140,217.95,54.08,1,Sunny,1,56.95,Autumn,391,35.41
2023-09-26,S001,P0005,Clothing,East,390,108,30,122.37,43.99,1,Sunny,1,41.95,Winter,247,35.18
2023-09-26,S001,P0006,Clothing,East,287,256,111,253.06,49.68,1,Sunny,0,44.79,Winter,392,29.48
2023-09-26,S001,P0007,Groceries,North,415,166,96,159.46,40.05,1,Rainy,1,41.08,Autumn,279,23.48
2023-09-26,S001,P0008,Toys,West,81,70,47,84.18,83.21,1,Rainy,0,87.73,Summer,137,54.45
2023-09-26,S001,P0009,Toys,East,274,11,178,20.25,91.75,1,Sunny,1,94.33,Spring,89,60.27
2023-09-26,S001,P0010,Furniture,West,372,168,49,158.22,98.01,1,Snowy,1,95.18,Summer,448,72.15
2023-09-26,S001,P0011,Electronics,East,422,267,99,259.27,26.61,1,Cloudy,0,22.96,Summer,430,17.39
2023-09-26,S001,P0012,Electronics,South,317,240,96,242.48,94.59,1,Cloudy,0,94.7,Summer,515,59.23
2023-09-26,S001,P0013,Clothing,East,126,104,88,116.93,87.45,1,Rainy,0,82.76,Summer,213,54.37
2023-09-26,S001,P0014,Toys,West,199,84,75,98.29,86.43,1,Cloudy,1,82.5,Autumn,363,57.35
2023-09-26,S001,P0015,Clothing,East,187,154,119,150.91,43.51,1,Sunny,1,43.76,Spring,257,24.14
2023-09-26,S001,P0016,Groceries,North,234,88,129,85.53,69.12,1,Cloudy,0,70.38,Summer,209,54.06
2023-09-26,S001,P0017,Clothing,West,440,105,129,118.75,64.27,1,Rainy,0,69.17,Spring,303,43.68
2023-09-26,S001,P0018,Clothing,West,412,408,159,401.45,21.75,1,Sunny,0,22.16,Spring,606,15.41
2023-09-26,S001,P0019,Toys,East,391,307,114,311.02,30.3,1,Cloudy,1,25.3,Spring,414,18.11
2023-09-26,S001,P0020,Electronics,East,81,6,187,-3.6,92.94,1,Cloudy,0,90.34,Spring,232,71.58
2023-09-26,S002,P0001,Electronics,North,110,36,83,48.91,12.6,1,Snowy,1,17.17,Summer,121,6.83
2023-09-26,S002,P0002,Clothing,East,147,135,173,141.58,49.98,1,Sunny,0,45.17,Summer,329,30.17
2023-09-26,S002,P0003,Furniture,East,249,70,182,64.82,75.23,1,Snowy,1,74.37,Summer,369,52.33
2023-09-26,S002,P0004,Groceries,West,250,39,134,55.54,91.51,1,Rainy,0,88.05,Spring,168,65.61
2023-09-26,S002,P0005,Groceries,West,418,175,27,179.46,49.35,1,Sunny,0,50.79,Spring,405,25.58
2023-09-26,S002,P0006,Electronics,South,310,157,39,173.72,39.88,1,Rainy,0,40.48,Winter,221,20.51
2023-09-26,S002,P0007,Furniture,South,453,412,112,431.84,91.97,1,Sunny,0,90.29,Summer,668,58.95
2023-09-26,S002,P0008,Furniture,West,322,83,100,82.69,83.91,1,Cloudy,0,82.08,Autumn,172,45.6
2023-09-26,S002,P0009,Furniture,East,231,115,67,125.04,11.0,1,Rainy,1,13.31,Winter,245,8.32
2023-09-26,S002,P0010,Furniture,East,127,6,59,-2.1,99.96,1,Snowy,0,104.32,Summer,106,76.89
2023-09-26,S002,P0011,Toys,South,301,16,116,30.28,54.71,1,Cloudy,0,58.99,Autumn,258,35.09
2023-09-26,S002,P0012,Furniture,North,269,82,22,99.02,54.9,1,Sunny,0,53.04,Summer,272,39.85
2023-09-26,S002,P0013,Toys,North,101,38,60,36.98,53.34,1,Cloudy,0,55.41,Autumn,253,30.96
2023-09-26,S002,P0014,Clothing,East,55,39,165,31.88,75.22,1,Sunny,1,76.44,Spring,290,49.26
2023-09-26,S002,P0015,Furniture,East,474,161,115,169.71,73.7,0,Snowy,1,73.92,Autumn,307,44.34
2023-09-26,S002,P0016,Clothing,North,268,27,165,28.67,18.18,1,Snowy,0,13.73,Spring,230,12.6
2023-09-26,S002,P0017,Groceries,North,123,96,152,92.67,78.01,1,Sunny,1,79.76,Summer,349,56.96
2023-09-26,S002,P0018,Electronics,East,382,204,174,209.51,84.61,1,Sunny,1,82.03,Summer,464,48.83
2023-09-26,S002,P0019,Groceries,North,443,321,48,316.59,29.58,1,Cloudy,1,29.9,Autumn,513,15.56
2023-09-26,S002,P0020,Toys,East,433,163,171,176.88,10.17,1,Rainy,1,11.48,Spring,329,6.61
2023-09-26,S003,P0001,Electronics,East,276,214,124,223.01,99.47,1,Cloudy,1,98.26,Autumn,396,62.44
2023-09-26,S003,P0002,Clothing,South,154,124,97,126.36,38.13,1,Rainy,1,40.04,Autumn,175,20.03
2023-09-26,S003,P0003,Clothing,West,455,271,126,263.8,58.54,1,Sunny,0,56.99,Summer,435,38.5
2023-09-26,S003,P0004,Toys,East,204,11,149,21.89,69.15,1,Cloudy,1,73.32,Winter,138,38.6
2023-09-26,S003,P0005,Groceries,North,226,119,197,129.55,19.75,0,Cloudy,0,15.89,Spring,261,14.45
2023-09-26,S003,P0006,Electronics,South,293,202,121,202.37,11.19,1,Sunny,1,10.94,Spring,484,7.2
2023-09-26,S003,P0007,Furniture,South,183,58,94,65.77,14.32,1,Snowy,1,15.09,Winter,300,9.66
2023-09-26,S003,P0008,Toys,North,102,53,116,72.72,86.36,0,Sunny,0,84.22,Summer,179,49.69
2023-09-26,S003,P0009,Groceries,North,306,295,42,286.07,78.87,1,Rainy,1,77.99,Spring,585,50.74
2023-09-26,S003,P0010,Electronics,West,361,127,66,126.29,94.79,1,Sunny,0,99.22,Summer,236,74.88
2023-09-26,S003,P0011,Furniture,East,134,2,77,19.33,22.4,1,Rainy,0,20.63,Spring,147,16.52
2023-09-26,S003,P0012,Furniture,West,357,90,125,80.8,11.37,1,Sunny,0,14.84,Summer,237,7.07
2023-09-26,S003,P0013,Furniture,West,280,34,103,35.87,75.85,1,Snowy,0,73.3,Autumn,139,40.21
2023-09-26,S003,P0014,Toys,West,432,287,47,296.27,12.31,1,Rainy,1,10.28,Summer,454,7.03
2023-09-26,S003,P0015,Toys,West,245,237,175,255.22,43.04,0,Snowy,0,44.32,Autumn,492,25.64
2023-09-26,S003,P0016,Groceries,East,220,209,177,207.12,95.72,1,Snowy,1,98.93,Autumn,502,59.3
2023-09-26,S003,P0017,Electronics,East,389,338,60,351.5,32.27,1,Sunny,1,27.48,Winter,506,23.82
2023-09-26,S003,P0018,Groceries,South,358,323,142,342.86,95.03,1,Sunny,1,94.96,Winter,410,49.36
2023-09-26,S003,P0019,Clothing,West,362,282,131,299.13,95.31,0,Sunny,0,91.99,Summer,516,67.14
2023-09-26,S003,P0020,Toys,North,260,52,67,63.88,30.69,1,Sunny,1,30.18,Winter,203,22.49
2023-09-26,S004,P0001,Electronics,North,399,313,121,310.88,22.71,1,Snowy,0,21.57,Spring,604,18.05
2023-09-26,S004,P0002,Toys,North,452,239,105,239.9,37.21,1,Rainy,0,35.02,Summer,339,28.69
